Year,Nationality,الجنس,الجنسية,Sex,Age Group,Population
2021,Bahraini,بحريني,ذكور,Bahraini,24-20,31089.0
2021,Bahraini,بحريني,ذكور,Bahraini,29-25,30458.0
2021,Bahraini,بحريني,ذكور,Bahraini,39-35,25030.0
2021,Bahraini,بحريني,إناث,Bahraini,49-45,18099.0
2021,Bahraini,بحريني,إناث,Bahraini,59-55,17126.0
2021,Bahraini,بحريني,إناث,Bahraini,64-60,13698.0
2021,Bahraini,بحريني,إناث,Bahraini,69-65,8902.0
2021,Bahraini,بحريني,إناث,Bahraini,79-75,3183.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,14-10,8397.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,29-25,116287.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,34-30,108792.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,44-40,53448.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,84-80,352.0
2021,Non-Bahraini,غير بحريني,ذكور,Non-Bahraini,85 +,621.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,4-0,14223.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,24-20,27529.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,34-30,32109.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,39-35,26531.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,44-40,19137.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,49-45,12388.0
2021,Non-Bahraini,غير بحريني,إناث,Non-Bahraini,59-55,13039.0
